error_id,utterance_id,user_id,timestamp,category,subcategory,severity
c78ececa-2dec-4828-a375-f53f882aac4d,8d782f91-9708-4bb0-8bc7-479510f27f89,e0fa472b-9738-4814-b366-5e0f6f668547,2024-09-20 21:10:40.351897,vocabulary,academic_vocabulary,0.919152754642199
89e0b46f-fac8-4076-bb9f-24173aa17cbf,8d782f91-9708-4bb0-8bc7-479510f27f89,e0fa472b-9738-4814-b366-5e0f6f668547,2024-09-20 21:10:40.351897,pronunciation,consonant_sounds,0.879424252204495
decb891a-c00b-4820-97d9-be88a0d290a4,38b479d3-b514-4fa2-a773-81cd6b83aed4,e0fa472b-9738-4814-b366-5e0f6f668547,2024-09-27 23:53:06.351897,grammar,article_usage,0.46748002254547205
b1552c4e-8299-4bb8-be29-d26adc3e102c,38b479d3-b514-4fa2-a773-81cd6b83aed4,e0fa472b-9738-4814-b366-5e0f6f668547,2024-09-27 23:53:06.351897,pronunciation,intonation,0.95599076565573
80ff0d3c-5d0a-4004-9676-e3a431cece4b,b2cf70d4-c302-4982-8240-6ee8387b934c,e0fa472b-9738-4814-b366-5e0f6f668547,2024-09-19 23:11:55.351897,vocabulary,academic_vocabulary,0.577042879239922
b419e5cd-3640-4c01-907c-50043a5742ad,ccdaf3c9-5523-4b27-9841-26bfa69594a2,e0fa472b-9738-4814-b366-5e0f6f668547,2024-10-02 12:27:51.351897,pronunciation,word_stress,0.680147057801869
72031074-b610-440e-9c1c-26a796edc29c,ccdaf3c9-5523-4b27-9841-26bfa69594a2,e0fa472b-9738-4814-b366-5e0f6f668547,2024-10-02 12:27:51.351897,fluency,pausing,0.8795885775328021
2e89fdf8-3c2d-4f55-a584-aaf745bba7bf,f0c15a0b-948f-455c-8707-f03ac34ec4c3,e0fa472b-9738-4814-b366-5e0f6f668547,2024-10-02 03:36:53.351897,grammar,tense_usage,0.895374760735087
c635c872-e567-4008-a932-705f2911ded8,f0c15a0b-948f-455c-8707-f03ac34ec4c3,e0fa472b-9738-4814-b366-5e0f6f668547,2024-10-02 03:36:53.351897,fluency,speaking_speed,0.765452451535733
16ea21fb-6e1b-4290-8cc3-0ae653c6295e,5439e825-79e1-4a6b-bdd5-c558bd655774,e0fa472b-9738-4814-b366-5e0f6f668547,2024-09-11 01:20:46.351897,grammar,tense_usage,0.539123672192047
