utterance_id,user_id,timestamp,uttered_text,audio_file,grammar_overall_score,grammar_error_count,grammar_error_types,vocabulary_overall_score,unique_words_count,advanced_words_count,lexical_density,pronunciation_overall_score,phoneme_error_count,intonation_score,rhythm_score,accent_similarity,fluency_overall_score,words_per_minute,filler_word_count,pause_count,avg_pause_duration,longest_fluent_segment,coherence_score,topic_relevance_score
8d782f91-9708-4bb0-8bc7-479510f27f89,e0fa472b-9738-4814-b366-5e0f6f668547,2024-09-20 21:10:40.351897,Sample text for utterance 0,audio_8d782f91-9708-4bb0-8bc7-479510f27f89.wav,0.19290462260048402,5,"['subject_verb_agreement', 'preposition_usage']",0.193964681620965,8,1,0.533520904338045,0.9580915330054031,0,0.564436160811266,0.49100982596496606,0.08102533766227901,0.7028176776328451,106,3,0,1.807335446128803,21,0.258938580783085,0.45359076394131703
38b479d3-b514-4fa2-a773-81cd6b83aed4,e0fa472b-9738-4814-b366-5e0f6f668547,2024-09-27 23:53:06.351897,Sample text for utterance 1,audio_38b479d3-b514-4fa2-a773-81cd6b83aed4.wav,0.292133423118267,5,"['subject_verb_agreement', 'tense_usage']",0.968793186857102,5,3,0.742613430679339,0.38016759315261706,5,0.570050695679103,0.6122889847264701,0.8582421503935671,0.08363683225302401,90,3,2,1.776194988853792,19,0.8775044752511371,0.24204032637729403
a60e2537-d868-4bf9-b9d6-a22c0247b993,e0fa472b-9738-4814-b366-5e0f6f668547,2024-09-05 04:09:00.351897,Sample text for utterance 2,audio_a60e2537-d868-4bf9-b9d6-a22c0247b993.wav,0.678510974393009,2,[],0.560960987737894,5,1,0.7733114389394431,0.8850932617650641,3,0.8352547513875931,0.547932161622215,0.633886225933143,0.132378920394658,176,5,1,0.5352218342607891,7,0.5606247907905261,0.166367712120908
b2cf70d4-c302-4982-8240-6ee8387b934c,e0fa472b-9738-4814-b366-5e0f6f668547,2024-09-19 23:11:55.351897,Sample text for utterance 3,audio_b2cf70d4-c302-4982-8240-6ee8387b934c.wav,0.298668402609778,1,[],0.8815655463289831,18,3,0.620745847804219,0.160177071663848,0,0.513473058215937,0.410962982536591,0.034626039686851004,0.13953631528409402,89,9,3,0.579329591798431,24,0.10220205967672401,0.34825942190810305
3583be49-2512-41f5-a1a0-af12ecc3f018,e0fa472b-9738-4814-b366-5e0f6f668547,2024-09-28 18:36:30.351897,Sample text for utterance 4,audio_3583be49-2512-41f5-a1a0-af12ecc3f018.wav,0.035543242745772,5,[],0.048450662586642004,6,4,0.674854126666771,0.9096483627925931,0,0.012497783758134,0.5811181698741601,0.8425805971960041,0.880362981322073,164,1,0,0.216358140526131,23,0.500144093831151,0.36295763029973405
41fc635c-1d71-47c3-9b6e-8d3045c96ae5,e0fa472b-9738-4814-b366-5e0f6f668547,2024-09-06 08:22:12.351897,Sample text for utterance 5,audio_41fc635c-1d71-47c3-9b6e-8d3045c96ae5.wav,0.7810552185255061,3,['tense_usage'],0.758495572926135,12,3,0.738416124910483,0.738741460172049,0,0.8384330640732721,0.070938641152107,0.100491688988023,0.070561851099117,115,0,2,1.128275092511379,24,0.651554624603591,0.648742068044963
ccdaf3c9-5523-4b27-9841-26bfa69594a2,e0fa472b-9738-4814-b366-5e0f6f668547,2024-10-02 12:27:51.351897,Sample text for utterance 6,audio_ccdaf3c9-5523-4b27-9841-26bfa69594a2.wav,0.119241258247404,4,"['tense_usage', 'subject_verb_agreement']",0.762851478715725,10,1,0.5526621120916031,0.8293170650258521,3,0.113484042998773,0.46095349907019406,0.535642605962362,0.516525445124259,73,3,2,0.542223936906566,13,0.16214800040617502,0.510595504403155
f0c15a0b-948f-455c-8707-f03ac34ec4c3,e0fa472b-9738-4814-b366-5e0f6f668547,2024-10-02 03:36:53.351897,Sample text for utterance 7,audio_f0c15a0b-948f-455c-8707-f03ac34ec4c3.wav,0.15817321338814502,4,[],0.8784039310959101,5,3,0.566756422103677,0.5518089323463561,4,0.519953825867138,0.04833398429756,0.8265840530252351,0.411149991174723,159,10,0,0.671668440818693,28,0.7615559950905051,0.921622975325955
5439e825-79e1-4a6b-bdd5-c558bd655774,e0fa472b-9738-4814-b366-5e0f6f668547,2024-09-11 01:20:46.351897,Sample text for utterance 8,audio_5439e825-79e1-4a6b-bdd5-c558bd655774.wav,0.9421136719261101,2,['subject_verb_agreement'],0.6514376774313411,5,5,0.798396224595431,0.610570421333956,2,0.7048851599901531,0.8150256896719321,0.09999657428563101,0.8564959316697051,169,2,2,1.17968088124718,25,0.9076814018618641,0.9497151039282301
60923fd8-f3a1-4937-96df-0e6337433fd4,e0fa472b-9738-4814-b366-5e0f6f668547,2024-09-15 17:54:31.351897,Sample text for utterance 9,audio_60923fd8-f3a1-4937-96df-0e6337433fd4.wav,0.264748897886814,0,"['article_usage', 'tense_usage']",0.610436643427663,8,5,0.543696900616483,0.062961847397855,4,0.023125726850018003,0.418829278415483,0.839798924734769,0.447197048024535,129,2,4,0.6133218515314081,17,0.7402312438541421,0.9206787534277451
f002daaa-457d-48b1-bb8a-a4946d13b3cb,e0fa472b-9738-4814-b366-5e0f6f668547,2024-09-14 07:49:09.351897,Sample text for utterance 10,audio_f002daaa-457d-48b1-bb8a-a4946d13b3cb.wav,0.0022545741671800004,2,['article_usage'],0.8615228817832171,13,3,0.7105133003467431,0.972580553330684,1,0.340062123503092,0.507459385511289,0.8478566303461371,0.070166862526692,76,8,5,1.422037320698059,13,0.523224626932423,0.244018758872135
0726f7fb-79ea-4acf-8311-8ca41acae09b,e0fa472b-9738-4814-b366-5e0f6f668547,2024-09-23 18:01:38.351897,Sample text for utterance 11,audio_0726f7fb-79ea-4acf-8311-8ca41acae09b.wav,0.732154585760954,3,['subject_verb_agreement'],0.042190037238724006,15,4,0.6915572890086531,0.725909061726412,1,0.843967725733583,0.936955665453965,0.068650208112408,0.801961980660929,166,9,2,0.420154502178526,22,0.09991383180564901,0.7366077379696611
ff6b8345-6818-461e-b3a5-9995068ada66,e0fa472b-9738-4814-b366-5e0f6f668547,2024-09-12 11:42:07.351897,Sample text for utterance 12,audio_ff6b8345-6818-461e-b3a5-9995068ada66.wav,0.9118380195415381,5,['tense_usage'],0.9266156652474781,11,0,0.618734012281134,0.544293996305626,5,0.214735927307066,0.35015023685558305,0.527340915203525,0.066179881359147,178,0,1,1.612201626391697,20,0.7567170159086111,0.28796263952018203
a535e02c-536d-4144-b135-653607b9676b,e0fa472b-9738-4814-b366-5e0f6f668547,2024-09-25 15:54:23.351897,Sample text for utterance 13,audio_a535e02c-536d-4144-b135-653607b9676b.wav,0.9778984722385741,3,"['preposition_usage', 'tense_usage']",0.8668896107518471,17,5,0.406890645727536,0.13472355136305902,3,0.190361989695775,0.6614303582659441,0.22421949729496302,0.8923005944168131,129,4,2,1.419783433424913,25,0.616338913630584,0.5743464340005651
1b1593d8-9c2a-4509-bee7-2f80c0703f59,e0fa472b-9738-4814-b366-5e0f6f668547,2024-09-07 12:16:08.351897,Sample text for utterance 14,audio_1b1593d8-9c2a-4509-bee7-2f80c0703f59.wav,0.549238415189236,2,['article_usage'],0.26041054235315203,9,5,0.63223795444919,0.744911099972359,5,0.9231477023355811,0.117792271979978,0.09949535670925101,0.0021098208317400003,159,3,0,1.615267161269982,28,0.65081769514034,0.331220478297648
3aa40f1a-9ee0-4ea2-b24a-d9ce1bf41f13,e0fa472b-9738-4814-b366-5e0f6f668547,2024-09-12 20:00:39.351897,Sample text for utterance 15,audio_3aa40f1a-9ee0-4ea2-b24a-d9ce1bf41f13.wav,0.12020934959396701,3,['subject_verb_agreement'],0.35096364296917104,16,3,0.7859231985867461,0.7613134947004391,5,0.709359817169077,0.28737088402126204,0.538205157250299,0.24382856190439803,172,3,0,1.139612915700655,19,0.837286356084713,0.672445265905206
c4a3341f-4e89-4008-b67d-e023460b5999,e0fa472b-9738-4814-b366-5e0f6f668547,2024-09-15 03:39:07.351897,Sample text for utterance 16,audio_c4a3341f-4e89-4008-b67d-e023460b5999.wav,0.523981834277331,5,"['subject_verb_agreement', 'tense_usage']",0.143321202503538,14,5,0.587517411022155,0.15000725305818802,4,0.39406711818255,0.39193442828198505,0.31011597676644403,0.9699388761181241,179,3,5,1.945462969495856,18,0.8837191441679481,0.5256716762358601
15eb8bc5-4993-4b6b-941d-963758ad7d32,e0fa472b-9738-4814-b366-5e0f6f668547,2024-09-07 19:42:58.351897,Sample text for utterance 17,audio_15eb8bc5-4993-4b6b-941d-963758ad7d32.wav,0.515134489762205,5,[],0.069626506381815,20,4,0.607476669703731,0.7472615200454841,3,0.5012276260591021,0.40609160063244404,0.41380099085582606,0.115131660311293,171,10,0,0.21185310773312702,12,0.26170553182927203,0.290266539614324
5b54ce6b-a05a-4818-bced-0076dfb9e6ae,e0fa472b-9738-4814-b366-5e0f6f668547,2024-09-16 21:26:43.351897,Sample text for utterance 18,audio_5b54ce6b-a05a-4818-bced-0076dfb9e6ae.wav,0.438488289717371,5,"['subject_verb_agreement', 'article_usage']",0.973986189989629,18,1,0.6277441430901041,0.8212808218386821,4,0.07484673215064,0.19524854708035402,0.8097296818900621,0.112240506519392,124,5,4,1.072408613780665,25,0.59663322483517,0.41730750669149
42beb317-0342-4180-bb1f-850e3623deac,e0fa472b-9738-4814-b366-5e0f6f668547,2024-09-22 22:58:16.351897,Sample text for utterance 19,audio_42beb317-0342-4180-bb1f-850e3623deac.wav,0.732202183985858,0,[],0.192998772705084,11,5,0.5515194766769761,0.9247675399046611,1,0.523944521089403,0.125911335638663,0.381497752740025,0.396982995325166,155,4,3,0.311397605642993,16,0.198819204998246,0.27867079209809403
59d27544-2172-416a-b3d1-fabc69ec2c35,e0fa472b-9738-4814-b366-5e0f6f668547,2024-09-06 10:55:22.351897,Sample text for utterance 20,audio_59d27544-2172-416a-b3d1-fabc69ec2c35.wav,0.733810484723296,0,"['preposition_usage', 'tense_usage']",0.5471448081194831,16,2,0.7272872539603981,0.5534824705128111,1,0.165668503783681,0.132775939277558,0.039769085568942,0.9020909087943221,178,7,1,0.7190883147821681,15,0.45861636194791905,0.28137074169736304
2ce5f5ce-eef3-49e1-8630-569c05590a65,495df2d5-03da-4575-8cba-6bf4f7feca23,2024-09-11 01:55:22.351897,Sample text for utterance 0,audio_2ce5f5ce-eef3-49e1-8630-569c05590a65.wav,0.539960769944224,4,[],0.267635682428969,17,5,0.510466228872546,0.39274487617060205,3,0.15947574697932002,0.9120915272376781,0.186296114288028,0.010236382728691,171,7,0,1.957873268752981,30,0.5765008298746921,0.16101962681374601
405be64d-94df-4efb-bcb3-a2c3cbf84b12,495df2d5-03da-4575-8cba-6bf4f7feca23,2024-09-17 23:53:58.351897,Sample text for utterance 1,audio_405be64d-94df-4efb-bcb3-a2c3cbf84b12.wav,0.619833013073893,1,['preposition_usage'],0.300364752417597,12,3,0.6648859954495091,0.832799491600234,2,0.6007335283596841,0.48368010083656804,0.9969119554623431,0.573071961962977,110,3,1,1.071781032913149,27,0.9390286274973041,0.17122382956752003
