user_id,timestamp,recent_grammar_errors,vocab_improvement,fluency_trend,engagement_score
e0fa472b-9738-4814-b366-5e0f6f668547,2024-10-04 19:59:15.351897,['article_usage'],0.066282096783043,0.020405328822875,0.53021159252022
495df2d5-03da-4575-8cba-6bf4f7feca23,2024-10-04 19:59:15.351897,"['tense_usage', 'article_usage']",-0.037971566385336004,0.190197416497312,0.452812552258659
197b6cf3-59b6-40da-b859-dfcc93cde919,2024-10-04 19:59:15.351897,[],0.140643082095526,-0.09119276630602101,0.8656704444492941
8c5cca48-d81c-4f67-a35e-22f11fbb000d,2024-10-04 19:59:15.351897,"['article_usage', 'subject_verb_agreement']",0.109043683097645,-0.066287501009661,0.8099309271032891
0ea47e6d-1daf-428a-affe-47a0e4c975f8,2024-10-04 19:59:15.351897,['subject_verb_agreement'],0.143557026061399,-0.022981936619131,0.46163991371100505
620eef30-6557-4da4-a0ed-3d86747607ef,2024-10-04 19:59:15.351897,['preposition_usage'],-0.022169175561603003,-0.021207644206332,0.917262685947526
af29a194-1e6d-4d4e-98d7-f861bcf51821,2024-10-04 19:59:15.351897,['preposition_usage'],0.028340644489735,0.038634410243698,0.31678360490433705
b396311c-c0a5-4cea-9175-e9f1eb3979cc,2024-10-04 19:59:15.351897,['article_usage'],-0.006102587873277001,-0.018393003566553,0.08517888937083601
1cbb8c4a-880c-4d09-827b-90cb9e17a48f,2024-10-04 19:59:15.351897,[],0.07816002685362701,0.11165117717648201,0.8771600553165341
da1163bf-4547-4ae3-9e13-aebf014d46b8,2024-10-04 19:59:15.351897,['subject_verb_agreement'],0.149766186175414,0.10901637321897001,0.138645136607417
6e43f566-f99a-40dd-a246-4c63ac6ee7af,2024-10-04 19:59:15.351897,['preposition_usage'],0.066107989954168,0.047113851650781004,0.5454240581517911
748faaf1-3227-4e09-bf7a-ed2910e64cef,2024-10-04 19:59:15.351897,"['preposition_usage', 'article_usage']",0.055252747454447006,0.187907947236008,0.7729072480130871
e8e458cd-3d59-451a-b12b-37015ec6ebdc,2024-10-04 19:59:15.351897,"['article_usage', 'preposition_usage']",0.198417445494621,-0.07318838712200401,0.9721862422625601
2820318b-a80d-43f6-974f-bb50c7b2d7c5,2024-10-04 19:59:15.351897,[],0.08312887940329401,0.170984642701516,0.293590094825742
3b217000-6040-4a04-82fb-fcc25a500c34,2024-10-04 19:59:15.351897,"['subject_verb_agreement', 'preposition_usage']",0.009802410476619,0.157699379313923,0.502306236477159
3e497037-77e7-4e9f-a782-207a354bf2e6,2024-10-04 19:59:15.351897,"['preposition_usage', 'article_usage']",-0.037081003159453,0.07515236182155301,0.28274155879421103
84449888-fbb9-41b0-ba93-173ebc10006d,2024-10-04 19:59:15.351897,['preposition_usage'],0.07941271462386801,-0.033719760002417005,0.36205821350986
c856eb54-be06-4f52-8b4f-f2d919864d9f,2024-10-04 19:59:15.351897,"['subject_verb_agreement', 'article_usage']",0.06653385599283901,0.033474299723045005,0.885000263087776
d87bc389-0117-4fbd-9c1b-28fa01ed166b,2024-10-04 19:59:15.351897,['tense_usage'],0.17893018800635102,0.07964255859415201,0.265211590920845
a3091a5c-b1a7-4ed7-b402-1b30804fc0ea,2024-10-04 19:59:15.351897,['subject_verb_agreement'],-0.069419601092193,0.185869203876315,0.669187010015394
fa3cf658-7230-4c8f-855e-d5f9bd322f7b,2024-10-04 19:59:15.351897,[],-0.068926767537481,0.17778721701247602,0.59879216867425
28b2e70c-7f5b-4e6f-bc8e-0ea1c23f2a6e,2024-10-04 19:59:15.351897,"['preposition_usage', 'article_usage']",0.031427602870847005,-0.033226874545414,0.23061427454097502
f78faacb-7b2b-4414-aaf2-105bc5a4f7a2,2024-10-04 19:59:15.351897,"['preposition_usage', 'subject_verb_agreement']",-0.093343346506761,-0.09663775078752301,0.7270135185679121
379843ce-991d-44d4-a610-251ad40e7ff7,2024-10-04 19:59:15.351897,['tense_usage'],-0.06361372496874901,-0.050107160349407,0.364540930203946
901d9008-af77-4ffc-9fef-1c908f2a6900,2024-10-04 19:59:15.351897,['subject_verb_agreement'],0.013663972247654001,-0.015320127926867001,0.434861801320637
165a7a9b-6469-4da3-bccd-d8344debba3e,2024-10-04 19:59:15.351897,['article_usage'],0.135975797060111,0.11608372564037701,0.20236955082222702
90f5ab90-471d-464a-be32-65789a90e776,2024-10-04 19:59:15.351897,"['tense_usage', 'preposition_usage']",0.14307465235028602,0.05988399551791101,0.9976023372655111
8eefb91a-8803-44cd-87d5-22786f4d6eb7,2024-10-04 19:59:15.351897,[],0.13041159187526102,-0.08773118284408801,0.013408806060829
fd135440-7767-478b-918c-ba49b5d712d9,2024-10-04 19:59:15.351897,['subject_verb_agreement'],0.006927472887086001,0.08822726144387501,0.643814819610901
2075f893-7973-4a46-9aab-482c827d03c1,2024-10-04 19:59:15.351897,['tense_usage'],0.13635561949340602,0.09181279530486,0.524376301210548
88c4b9b4-a51b-4e4a-9055-ec9aa1c02952,2024-10-04 19:59:15.351897,"['subject_verb_agreement', 'tense_usage']",0.159067370180266,-0.07923841398694201,0.016867628562138002
9db80bb4-3c09-4d69-8446-2f0b7b9580d8,2024-10-04 19:59:15.351897,[],0.09149275390995601,0.09118987699363601,0.194907528906641
87ddc927-185b-4e45-b820-dddbea7e3011,2024-10-04 19:59:15.351897,"['tense_usage', 'article_usage']",0.033459398639746,-0.041170082376466,0.669685692041811
d3fa76c4-0804-425f-a85a-9fc87ef6d2f8,2024-10-04 19:59:15.351897,"['article_usage', 'subject_verb_agreement']",0.14006852191441801,-0.056829059728368006,0.25525160546053605
db6ec663-6e7c-43c4-982e-bcea7361fbad,2024-10-04 19:59:15.351897,['article_usage'],0.020203130460243003,0.18343882042807402,0.45464472378410303
e22c5a23-107b-49e7-9a84-24518ab21448,2024-10-04 19:59:15.351897,[],0.086625547403592,0.097856150883942,0.6116805932840611
eb7ef000-f205-45ac-951b-137553167d3b,2024-10-04 19:59:15.351897,['article_usage'],0.16024747460941602,-0.032535490888743,0.445454790172692
c8574231-b2e9-4a2b-aacb-925495a8c3de,2024-10-04 19:59:15.351897,['tense_usage'],-0.009097782904529,0.0031181770959370003,0.8582121729267881
16cfd4f6-ddf5-4873-93a2-38a6dfc2e4d2,2024-10-04 19:59:15.351897,['subject_verb_agreement'],0.08459920458235201,0.07222835693318601,0.712585434029336
83df1dd0-f94d-4349-b13d-4626b5e99102,2024-10-04 19:59:15.351897,"['preposition_usage', 'subject_verb_agreement']",0.150746316235016,0.088363562532436,0.43734946082798104
6e573063-a134-4463-a265-6ae75ffc9695,2024-10-04 19:59:15.351897,['subject_verb_agreement'],0.187535123188337,0.005231289409429,0.8666419661686211
